"t / s","CH1 / V"
0.001599,-0.242424
0.0015995,-0.282828
0.0016,-0.323232
0.0016005,-0.363636
0.001601,-0.282828
0.0016015,-0.242424
0.001602,-0.242424
0.0016025,-0.20202
0.001603,-0.363636
0.0016035,-0.282828
0.001604,-0.323232
0.0016045,-0.282828
0.001605,-0.282828
0.0016055,-0.323232
0.001606,-0.20202
0.0016065,-0.242424
0.001607,-0.323232
0.0016075,-0.242424
0.001608,-0.323232
0.0016085,-0.242424
0.001609,-0.282828
0.0016095,-0.282828
0.00161,-0.323232
0.0016105,-0.282828
0.001611,-0.323232
0.0016115,-0.323232
0.001612,-0.40404
0.0016125,-0.323232
0.001613,-0.282828
0.0016135,-0.282828
0.001614,-0.323232
0.0016145,-0.363636
0.001615,-0.363636
0.0016155,-0.282828
0.001616,-0.363636
0.0016165,-0.323232
0.001617,-0.323232
0.0016175,-0.282828
0.001618,-0.20202
0.0016185,-0.363636
0.001619,-0.242424
0.0016195,-0.242424
0.00162,-0.323232
0.0016205,-0.363636
0.001621,-0.323232
0.0016215,-0.242424
0.001622,-0.282828
0.0016225,-0.363636
0.001623,-0.363636
0.0016235,-0.282828
0.001624,-0.20202
0.0016245,-0.323232
0.001625,-0.363636
0.0016255,-0.323232
0.001626,-0.323232
0.0016265,-0.282828
0.001627,-0.20202
0.0016275,-0.323232
0.001628,-0.40404
0.0016285,-0.282828
0.001629,-0.242424
0.0016295,-0.363636
0.00163,-0.282828
0.0016305,-0.323232
0.001631,-0.323232
0.0016315,-0.282828
0.001632,-0.282828
0.0016325,-0.282828
0.001633,-0.242424
0.0016335,-0.363636
0.001634,-0.40404
0.0016345,-0.282828
0.001635,-0.323232
0.0016355,-0.282828
0.001636,-0.20202
0.0016365,-0.282828
0.001637,-0.282828
0.0016375,-0.242424
0.001638,-0.282828
0.0016385,-0.20202
0.001639,-0.20202
0.0016395,-0.282828
0.00164,-0.363636
0.0016405,-0.323232
0.001641,-0.323232
0.0016415,-0.323232
0.001642,-0.323232
0.0016425,-0.323232
0.001643,-0.363636
0.0016435,-0.323232
0.001644,-0.323232
0.0016445,-0.363636
0.001645,-0.363636
0.0016455,-0.323232
0.001646,-0.323232
0.0016465,-0.242424
0.001647,-0.282828
0.0016475,-0.323232
0.001648,-0.323232
0.0016485,-0.282828
0.001649,-0.282828
0.0016495,-0.282828
0.00165,-0.282828
0.0016505,-0.323232
0.001651,-0.282828
0.0016515,-0.323232
0.001652,-0.242424
0.0016525,-0.282828
0.001653,-0.40404
0.0016535,-0.242424
0.001654,-0.363636
0.0016545,-0.242424
0.001655,-0.323232
0.0016555,-0.282828
0.001656,-0.363636
0.0016565,-0.323232
0.001657,-0.323232
0.0016575,-0.323232
0.001658,-0.323232
0.0016585,-0.282828
0.001659,-0.323232
0.0016595,-0.20202
0.00166,-0.282828
0.0016605,-0.282828
0.001661,-0.282828
0.0016615,-0.323232
0.001662,-0.323232
0.0016625,-0.323232
0.001663,-0.242424
0.0016635,-0.323232
0.001664,-0.242424
0.0016645,-0.363636
0.001665,-0.242424
0.0016655,-0.282828
0.001666,-0.242424
0.0016665,-0.282828
0.001667,-0.323232
0.0016675,-0.282828
0.001668,-0.282828
0.0016685,-0.282828
0.001669,-0.363636
0.0016695,-0.242424
0.00167,-0.323232
0.0016705,-0.242424
0.001671,-0.40404
0.0016715,-0.363636
0.001672,-0.282828
0.0016725,-0.242424
0.001673,-0.242424
0.0016735,-0.363636
0.001674,-0.323232
0.0016745,-0.323232
0.001675,-0.323232
0.0016755,-0.323232
0.001676,-0.323232
0.0016765,-0.323232
0.001677,-0.242424
0.0016775,-0.282828
0.001678,-0.242424
0.0016785,-0.242424
0.001679,-0.282828
0.0016795,-0.282828
0.00168,-0.323232
0.0016805,-0.282828
0.001681,-0.242424
0.0016815,-0.242424
0.001682,-0.282828
0.0016825,-0.282828
0.001683,-0.282828
0.0016835,-0.242424
0.001684,-0.242424
0.0016845,-0.40404
0.001685,-0.282828
0.0016855,-0.282828
0.001686,-0.242424
0.0016865,-0.363636
0.001687,-0.323232
0.0016875,-0.323232
0.001688,-0.282828
0.0016885,-0.323232
0.001689,-0.242424
0.0016895,-0.282828
0.00169,-0.282828
0.0016905,-0.20202
0.001691,-0.282828
0.0016915,-0.242424
0.001692,-0.282828
0.0016925,-0.242424
0.001693,-0.363636
0.0016935,-0.242424
0.001694,-0.242424
0.0016945,-0.323232
0.001695,-0.323232
0.0016955,-0.282828
0.001696,-0.242424
0.0016965,-0.363636
0.001697,-0.323232
0.0016975,-0.282828
0.001698,-0.40404
0.0016985,-0.282828
0.001699,-0.20202
0.0016995,-0.323232
0.0017,-0.242424
0.0017005,-0.282828
0.001701,-0.282828
0.0017015,-0.363636
0.001702,-0.323232
0.0017025,-0.323232
0.001703,-0.363636
0.0017035,-0.20202
0.001704,-0.242424
0.0017045,-0.242424
0.001705,-0.242424
0.0017055,-0.323232
0.001706,-0.323232
0.0017065,-0.323232
0.001707,-0.282828
0.0017075,-0.282828
0.001708,-0.242424
0.0017085,-0.323232
0.001709,-0.363636
0.0017095,-0.242424
0.00171,-0.323232
0.0017105,-0.363636
0.001711,-0.363636
0.0017115,-0.323232
0.001712,-0.242424
0.0017125,-0.323232
0.001713,-0.323232
0.0017135,-0.242424
0.001714,-0.323232
0.0017145,-0.282828
0.001715,-0.363636
0.0017155,-0.40404
0.001716,-0.282828
0.0017165,-0.242424
0.001717,-0.282828
0.0017175,-0.363636
0.001718,-0.282828
0.0017185,-0.363636
0.001719,-0.323232
0.0017195,-0.323232
0.00172,-0.242424
0.0017205,-0.282828
0.001721,-0.323232
0.0017215,-0.282828
0.001722,-0.323232
0.0017225,-0.282828
0.001723,-0.323232
0.0017235,-0.323232
0.001724,-0.282828
0.0017245,-0.242424
0.001725,-0.363636
0.0017255,-0.282828
0.001726,-0.363636
0.0017265,-0.363636
0.001727,-0.363636
0.0017275,-0.323232
0.001728,-0.282828
0.0017285,-0.323232
0.001729,-0.323232
0.0017295,-0.282828
0.00173,-0.242424
0.0017305,-0.282828
0.001731,-0.363636
0.0017315,-0.282828
0.001732,-0.363636
0.0017325,-0.282828
0.001733,-0.40404
0.0017335,-0.242424
0.001734,-0.323232
0.0017345,-0.282828
0.001735,-0.282828
0.0017355,-0.282828
0.001736,-0.323232
0.0017365,-0.323232
0.001737,-0.282828
0.0017375,-0.20202
0.001738,-0.282828
0.0017385,-0.323232
0.001739,-0.242424
0.0017395,-0.282828
0.00174,-0.323232
0.0017405,-0.323232
0.001741,-0.282828
0.0017415,-0.282828
0.001742,-0.282828
0.0017425,-0.20202
0.001743,-0.323232
0.0017435,-0.282828
0.001744,-0.363636
0.0017445,-0.363636
0.001745,-0.363636
0.0017455,-0.363636
0.001746,-0.323232
0.0017465,-0.282828
0.001747,-0.323232
0.0017475,-0.323232
0.001748,-0.282828
0.0017485,-0.242424
0.001749,-0.323232
0.0017495,-0.242424
0.00175,-0.323232
0.0017505,-0.282828
0.001751,-0.20202
0.0017515,-0.282828
0.001752,-0.282828
0.0017525,-0.282828
0.001753,-0.323232
0.0017535,-0.242424
0.001754,-0.323232
0.0017545,-0.323232
0.001755,-0.242424
0.0017555,-0.282828
0.001756,-0.323232
0.0017565,-0.282828
0.001757,-0.242424
0.0017575,-0.242424
0.001758,-0.323232
0.0017585,-0.323232
0.001759,-0.363636
0.0017595,-0.282828
0.00176,-0.282828
0.0017605,-0.282828
0.001761,-0.242424
0.0017615,-0.282828
0.001762,-0.282828
0.0017625,-0.242424
0.001763,-0.242424
0.0017635,-0.242424
0.001764,-0.242424
0.0017645,-0.20202
0.001765,-0.40404
0.0017655,-0.323232
0.001766,-0.282828
0.0017665,-0.323232
0.001767,-0.282828
0.0017675,-0.323232
0.001768,-0.20202
0.0017685,-0.242424
0.001769,-0.363636
0.0017695,-0.323232
0.00177,-0.282828
0.0017705,-0.323232
0.001771,-0.363636
0.0017715,-0.323232
0.001772,-0.282828
0.0017725,-0.363636
0.001773,-0.282828
0.0017735,-0.242424
0.001774,-0.282828
0.0017745,-0.242424
0.001775,-0.323232
0.0017755,-0.282828
0.001776,-0.323232
0.0017765,-0.20202
0.001777,-0.323232
0.0017775,-0.323232
0.001778,-0.242424
0.0017785,-0.242424
0.001779,-0.242424
0.0017795,-0.242424
0.00178,-0.363636
0.0017805,-0.323232
0.001781,-0.20202
0.0017815,-0.363636
0.001782,-0.323232
0.0017825,-0.323232
0.001783,-0.242424
0.0017835,-0.282828
0.001784,-0.323232
0.0017845,-0.282828
0.001785,-0.323232
0.0017855,-0.282828
0.001786,-0.242424
0.0017865,-0.282828
0.001787,-0.282828
0.0017875,-0.282828
0.001788,-0.282828
0.0017885,-0.242424
0.001789,-0.40404
0.0017895,-0.363636
0.00179,-0.323232
0.0017905,-0.242424
0.001791,-0.323232
0.0017915,-0.282828
0.001792,-0.40404
0.0017925,-0.323232
0.001793,-0.323232
0.0017935,-0.242424
0.001794,-0.282828
0.0017945,-0.323232
0.001795,-0.323232
0.0017955,-0.242424
0.001796,-0.282828
0.0017965,-0.282828
0.001797,-0.282828
0.0017975,-0.242424
0.001798,-0.323232
0.0017985,-0.363636
0.001799,-0.242424
0.0017995,-0.323232
0.0018,-0.282828
0.0018005,-0.323232
0.001801,-0.282828
0.0018015,-0.282828
0.001802,-0.282828
0.0018025,-0.323232
0.001803,-0.242424
0.0018035,-0.282828
0.001804,-0.242424
0.0018045,-0.242424
0.001805,-0.282828
0.0018055,-0.282828
0.001806,-0.363636
0.0018065,-0.282828
0.001807,-0.282828
0.0018075,-0.242424
0.001808,-0.323232
0.0018085,-0.282828
0.001809,-0.363636
0.0018095,-0.242424
0.00181,-0.323232
0.0018105,-0.323232
0.001811,-0.282828
0.0018115,-0.363636
0.001812,-0.323232
0.0018125,-0.40404
0.001813,-0.282828
0.0018135,-0.282828
0.001814,-0.363636
0.0018145,-0.40404
0.001815,-0.282828
0.0018155,-0.242424
0.001816,-0.282828
0.0018165,-0.323232
0.001817,-0.242424
0.0018175,-0.40404
0.001818,-0.282828
0.0018185,-0.323232
0.001819,-0.40404
0.0018195,-0.323232
0.00182,-0.363636
0.0018205,-0.282828
0.001821,-0.323232
0.0018215,-0.282828
0.001822,-0.363636
0.0018225,-0.363636
0.001823,-0.282828
0.0018235,-0.323232
0.001824,-0.282828
0.0018245,-0.323232
0.001825,-0.242424
0.0018255,-0.242424
0.001826,-0.323232
0.0018265,-0.242424
0.001827,-0.363636
0.0018275,-0.282828
0.001828,-0.323232
0.0018285,-0.323232
0.001829,-0.40404
0.0018295,-0.363636
0.00183,-0.323232
0.0018305,-0.323232
0.001831,-0.363636
0.0018315,-0.323232
0.001832,-0.323232
0.0018325,-0.282828
0.001833,-0.242424
0.0018335,-0.20202
0.001834,-0.363636
0.0018345,-0.323232
0.001835,-0.282828
0.0018355,-0.20202
0.001836,-0.282828
0.0018365,-0.282828
0.001837,-0.282828
0.0018375,-0.282828
0.001838,-0.323232
0.0018385,-0.282828
0.001839,-0.282828
0.0018395,-0.282828
0.00184,-0.323232
0.0018405,-0.282828
0.001841,-0.282828
0.0018415,-0.323232
0.001842,-0.282828
0.0018425,-0.323232
0.001843,-0.363636
0.0018435,-0.323232
0.001844,-0.323232
0.0018445,-0.242424
0.001845,-0.282828
0.0018455,-0.242424
0.001846,-0.242424
0.0018465,-0.282828
0.001847,-0.282828
0.0018475,-0.323232
0.001848,-0.323232
0.0018485,-0.242424
0.001849,-0.323232
0.0018495,-0.323232
0.00185,-0.323232
0.0018505,-0.323232
0.001851,-0.323232
0.0018515,-0.282828
0.001852,-0.242424
0.0018525,-0.242424
0.001853,-0.282828
0.0018535,-0.282828
0.001854,-0.323232
0.0018545,-0.282828
0.001855,-0.323232
0.0018555,-0.363636
0.001856,-0.282828
0.0018565,-0.282828
0.001857,-0.282828
0.0018575,-0.323232
0.001858,-0.282828
0.0018585,-0.363636
0.001859,-0.282828
0.0018595,-0.323232
0.00186,-0.282828
0.0018605,-0.282828
0.001861,-0.363636
0.0018615,-0.282828
0.001862,-0.282828
0.0018625,-0.282828
0.001863,-0.363636
0.0018635,-0.363636
0.001864,-0.323232
0.0018645,-0.363636
0.001865,-0.282828
0.0018655,-0.282828
0.001866,-0.242424
0.0018665,-0.242424
0.001867,-0.282828
0.0018675,-0.323232
0.001868,-0.282828
0.0018685,-0.323232
0.001869,-0.20202
0.0018695,-0.20202
0.00187,-0.323232
0.0018705,-0.323232
0.001871,-0.363636
0.0018715,-0.242424
0.001872,-0.323232
0.0018725,-0.282828
0.001873,-0.323232
0.0018735,-0.242424
0.001874,-0.242424
0.0018745,-0.282828
0.001875,-0.242424
0.0018755,-0.242424
0.001876,-0.282828
0.0018765,-0.242424
0.001877,-0.282828
0.0018775,-0.242424
0.001878,-0.323232
0.0018785,-0.242424
0.001879,-0.323232
0.0018795,-0.282828
0.00188,-0.242424
0.0018805,-0.282828
0.001881,-0.242424
0.0018815,-0.323232
0.001882,-0.242424
0.0018825,-0.323232
0.001883,-0.282828
0.0018835,-0.242424
0.001884,-0.323232
0.0018845,-0.323232
0.001885,-0.282828
0.0018855,-0.40404
0.001886,-0.363636
0.0018865,-0.282828
0.001887,-0.323232
0.0018875,-0.282828
0.001888,-0.40404
0.0018885,-0.282828
0.001889,-0.282828
0.0018895,-0.282828
0.00189,-0.282828
0.0018905,-0.323232
0.001891,-0.282828
0.0018915,-0.323232
0.001892,-0.323232
0.0018925,-0.282828
0.001893,-0.323232
0.0018935,-0.323232
0.001894,-0.282828
0.0018945,-0.242424
0.001895,-0.323232
0.0018955,-0.282828
0.001896,-0.242424
0.0018965,-0.323232
0.001897,-0.363636
0.0018975,-0.40404
0.001898,-0.323232
0.0018985,-0.323232
0.001899,-0.282828
0.0018995,-0.323232
0.0019,-0.242424
0.0019005,-0.40404
0.001901,-0.282828
0.0019015,-0.363636
0.001902,-0.282828
0.0019025,-0.242424
0.001903,-0.282828
0.0019035,-0.363636
0.001904,-0.242424
0.0019045,-0.323232
0.001905,-0.282828
0.0019055,-0.282828
0.001906,-0.363636
0.0019065,-0.323232
0.001907,-0.363636
0.0019075,-0.363636
0.001908,-0.323232
0.0019085,-0.363636
0.001909,-0.363636
0.0019095,-0.282828
0.00191,-0.323232
0.0019105,-0.282828
0.001911,-0.242424
0.0019115,-0.323232
0.001912,-0.323232
0.0019125,-0.323232
0.001913,-0.363636
0.0019135,-0.363636
0.001914,-0.242424
0.0019145,-0.323232
0.001915,-0.323232
0.0019155,-0.323232
0.001916,-0.282828
0.0019165,-0.242424
0.001917,-0.363636
0.0019175,-0.242424
0.001918,-0.282828
0.0019185,-0.323232
0.001919,-0.323232
0.0019195,-0.363636
0.00192,-0.363636
0.0019205,-0.363636
0.001921,-0.363636
0.0019215,-0.323232
0.001922,-0.323232
0.0019225,-0.282828
0.001923,-0.323232
0.0019235,-0.363636
0.001924,-0.323232
0.0019245,-0.282828
0.001925,-0.363636
0.0019255,-0.323232
0.001926,-0.40404
0.0019265,-0.363636
0.001927,-0.323232
0.0019275,-0.282828
0.001928,-0.363636
0.0019285,-0.242424
0.001929,-0.242424
0.0019295,-0.282828
0.00193,-0.282828
0.0019305,-0.282828
0.001931,-0.282828
0.0019315,-0.242424
0.001932,-0.282828
0.0019325,-0.323232
0.001933,-0.282828
0.0019335,-0.323232
0.001934,-0.282828
0.0019345,-0.323232
0.001935,-0.323232
0.0019355,-0.282828
0.001936,-0.282828
0.0019365,-0.242424
0.001937,-0.323232
0.0019375,-0.323232
0.001938,-0.323232
0.0019385,-0.282828
0.001939,-0.323232
0.0019395,-0.282828
0.00194,-0.323232
0.0019405,-0.323232
0.001941,-0.363636
0.0019415,-0.282828
0.001942,-0.20202
0.0019425,-0.323232
0.001943,-0.282828
0.0019435,-0.282828
0.001944,-0.363636
0.0019445,-0.242424
0.001945,-0.323232
0.0019455,-0.323232
0.001946,-0.323232
0.0019465,-0.363636
0.001947,-0.242424
0.0019475,-0.282828
0.001948,-0.242424
0.0019485,-0.323232
0.001949,-0.282828
0.0019495,-0.363636
0.00195,-0.323232
0.0019505,-0.323232
0.001951,-0.363636
0.0019515,-0.323232
0.001952,-0.282828
0.0019525,-0.282828
0.001953,-0.323232
0.0019535,-0.242424
0.001954,-0.282828
0.0019545,-0.282828
0.001955,-0.282828
0.0019555,-0.282828
0.001956,-0.282828
0.0019565,-0.282828
0.001957,-0.323232
0.0019575,-0.282828
0.001958,-0.40404
0.0019585,-0.282828
0.001959,-0.323232
0.0019595,-0.323232
0.00196,-0.323232
0.0019605,-0.363636
0.001961,-0.40404
0.0019615,-0.282828
0.001962,-0.242424
0.0019625,-0.242424
0.001963,-0.323232
0.0019635,-0.363636
0.001964,-0.242424
0.0019645,-0.282828
0.001965,-0.323232
0.0019655,-0.282828
0.001966,-0.282828
0.0019665,-0.282828
0.001967,-0.282828
0.0019675,-0.282828
0.001968,-0.282828
0.0019685,-0.282828
0.001969,-0.40404
0.0019695,-0.282828
0.00197,-0.242424
0.0019705,-0.323232
0.001971,-0.282828
0.0019715,-0.363636
0.001972,-0.282828
0.0019725,-0.323232
0.001973,-0.242424
0.0019735,-0.363636
0.001974,-0.282828
0.0019745,-0.323232
0.001975,-0.323232
0.0019755,-0.282828
0.001976,-0.363636
0.0019765,-0.282828
0.001977,-0.323232
0.0019775,-0.282828
0.001978,-0.323232
0.0019785,-0.282828
0.001979,-0.323232
0.0019795,-0.282828
0.00198,-0.282828
0.0019805,-0.323232
0.001981,-0.323232
0.0019815,-0.323232
0.001982,-0.363636
0.0019825,-0.363636
0.001983,-0.323232
0.0019835,-0.40404
0.001984,-0.282828
0.0019845,-0.242424
0.001985,-0.363636
0.0019855,-0.323232
0.001986,-0.282828
0.0019865,-0.282828
0.001987,-0.40404
0.0019875,-0.323232
0.001988,-0.323232
0.0019885,-0.282828
0.001989,-0.363636
0.0019895,-0.323232
0.00199,-0.282828
0.0019905,-0.323232
0.001991,-0.40404
0.0019915,-0.323232
0.001992,-0.323232
0.0019925,-0.282828
0.001993,-0.282828
0.0019935,-0.40404
0.001994,-0.282828
0.0019945,-0.20202
0.001995,-0.242424
0.0019955,-0.323232
0.001996,-0.242424
0.0019965,-0.20202
0.001997,-0.282828
0.0019975,-0.323232
0.001998,-0.242424
0.0019985,-0.282828
0.001999,-0.282828
0.0019995,-0.323232
0.002,-0.323232
0.0020005,-0.242424
0.002001,-0.363636
0.0020015,-0.40404
0.002002,-0.282828
0.0020025,-0.363636
0.002003,-0.242424
0.0020035,-0.363636
0.002004,-0.363636
0.0020045,-0.323232
0.002005,-0.363636
0.0020055,-0.282828
0.002006,-0.282828
0.0020065,-0.323232
0.002007,-0.282828
0.0020075,-0.363636
0.002008,-0.323232
0.0020085,-0.323232
0.002009,-0.40404
0.0020095,-0.20202
0.00201,-0.323232
0.0020105,-0.363636
0.002011,-0.323232
0.0020115,-0.282828
0.002012,-0.323232
0.0020125,-0.323232
0.002013,-0.323232
0.0020135,-0.282828
0.002014,-0.40404
0.0020145,-0.323232
0.002015,-0.323232
0.0020155,-0.363636
0.002016,-0.282828
0.0020165,-0.282828
0.002017,-0.40404
0.0020175,-0.242424
0.002018,-0.363636
0.0020185,-0.363636
0.002019,-0.242424
0.0020195,-0.323232
0.00202,-0.323232
0.0020205,-0.323232
0.002021,-0.323232
0.0020215,-0.363636
0.002022,-0.363636
0.0020225,-0.40404
0.002023,-0.363636
0.0020235,-0.323232
0.002024,-0.363636
0.0020245,-0.282828
0.002025,-0.323232
0.0020255,-0.282828
0.002026,-0.323232
0.0020265,-0.323232
0.002027,-0.323232
0.0020275,-0.323232
0.002028,-0.363636
0.0020285,-0.242424
0.002029,-0.323232
0.0020295,-0.363636
0.00203,-0.323232
0.0020305,-0.282828
0.002031,-0.363636
0.0020315,-0.323232
0.002032,-0.282828
0.0020325,-0.282828
0.002033,-0.282828
0.0020335,-0.363636
0.002034,-0.323232
0.0020345,-0.40404
0.002035,-0.323232
0.0020355,-0.363636
0.002036,-0.282828
0.0020365,-0.282828
0.002037,-0.323232
0.0020375,-0.282828
0.002038,-0.282828
0.0020385,-0.323232
0.002039,-0.323232
0.0020395,-0.323232
0.00204,-0.323232
0.0020405,-0.282828
0.002041,-0.282828
0.0020415,-0.323232
0.002042,-0.242424
0.0020425,-0.282828
0.002043,-0.242424
0.0020435,-0.323232
0.002044,-0.282828
0.0020445,-0.242424
0.002045,-0.282828
0.0020455,-0.282828
0.002046,-0.282828
0.0020465,-0.323232
0.002047,-0.242424
0.0020475,-0.363636
0.002048,-0.282828
0.0020485,-0.282828
0.002049,-0.282828
0.0020495,-0.323232
0.00205,-0.323232
0.0020505,-0.242424
0.002051,-0.363636
0.0020515,-0.20202
0.002052,-0.242424
0.0020525,-0.282828
0.002053,-0.242424
0.0020535,-0.282828
0.002054,-0.323232
0.0020545,-0.282828
0.002055,-0.282828
0.0020555,-0.323232
0.002056,-0.242424
0.0020565,-0.363636
0.002057,-0.282828
0.0020575,-0.323232
0.002058,-0.323232
0.0020585,-0.323232
0.002059,-0.323232
0.0020595,-0.242424
0.00206,-0.323232
0.0020605,-0.363636
0.002061,-0.323232
0.0020615,-0.242424
0.002062,-0.242424
0.0020625,-0.282828
0.002063,-0.282828
0.0020635,-0.323232
0.002064,-0.323232
0.0020645,-0.282828
0.002065,-0.242424
0.0020655,-0.242424
0.002066,-0.282828
0.0020665,-0.40404
0.002067,-0.242424
0.0020675,-0.282828
0.002068,-0.323232
0.0020685,-0.363636
0.002069,-0.323232
0.0020695,-0.40404
0.00207,-0.323232
0.0020705,-0.242424
0.002071,-0.20202
0.0020715,-0.282828
0.002072,-0.282828
0.0020725,-0.323232
0.002073,-0.323232
0.0020735,-0.363636
0.002074,-0.242424
0.0020745,-0.323232
0.002075,-0.323232
0.0020755,-0.323232
0.002076,-0.323232
0.0020765,-0.323232
0.002077,-0.282828
0.0020775,-0.242424
0.002078,-0.323232
0.0020785,-0.282828
0.002079,-0.363636
0.0020795,-0.323232
0.00208,-0.363636
0.0020805,-0.282828
0.002081,-0.282828
0.0020815,-0.40404
0.002082,-0.363636
0.0020825,-0.323232
0.002083,-0.363636
0.0020835,-0.282828
0.002084,-0.363636
0.0020845,-0.363636
0.002085,-0.323232
0.0020855,-0.20202
0.002086,-0.282828
0.0020865,-0.323232
0.002087,-0.363636
0.0020875,-0.282828
0.002088,-0.363636
0.0020885,-0.363636
0.002089,-0.282828
0.0020895,-0.323232
0.00209,-0.242424
0.0020905,-0.323232
0.002091,-0.282828
0.0020915,-0.282828
0.002092,-0.323232
0.0020925,-0.242424
0.002093,-0.242424
0.0020935,-0.282828
0.002094,-0.242424
0.0020945,-0.242424
0.002095,-0.20202
0.0020955,-0.363636
0.002096,-0.282828
0.0020965,-0.323232
0.002097,-0.363636
0.0020975,-0.242424
0.002098,-0.323232
0.0020985,-0.323232
0.002099,-0.323232
0.0020995,-0.323232
0.0021,-0.323232
0.0021005,-0.363636
0.002101,-0.242424
0.0021015,-0.323232
0.002102,-0.40404
0.0021025,-0.363636
0.002103,-0.323232
0.0021035,-0.40404
0.002104,-0.323232
0.0021045,-0.323232
0.002105,-0.363636
0.0021055,-0.323232
0.002106,-0.282828
0.0021065,-0.363636
0.002107,-0.282828
0.0021075,-0.323232
0.002108,-0.323232
0.0021085,-0.242424
0.002109,-0.323232
0.0021095,-0.242424
0.00211,-0.242424
0.0021105,-0.282828
0.002111,-0.282828
0.0021115,-0.323232
0.002112,-0.323232
0.0021125,-0.20202
0.002113,-0.323232
0.0021135,-0.363636
0.002114,-0.282828
0.0021145,-0.282828
0.002115,-0.323232
0.0021155,-0.40404
0.002116,-0.282828
0.0021165,-0.282828
0.002117,-0.323232
0.0021175,-0.323232
0.002118,-0.323232
0.0021185,-0.282828
0.002119,-0.20202
0.0021195,-0.363636
0.00212,-0.282828
0.0021205,-0.282828
0.002121,-0.363636
0.0021215,-0.20202
0.002122,-0.242424
0.0021225,-0.282828
0.002123,-0.363636
0.0021235,-0.323232
0.002124,-0.282828
0.0021245,-0.323232
0.002125,-0.242424
0.0021255,-0.363636
0.002126,-0.282828
0.0021265,-0.282828
0.002127,-0.363636
0.0021275,-0.282828
0.002128,-0.323232
0.0021285,-0.323232
0.002129,-0.323232
0.0021295,-0.282828
0.00213,-0.323232
0.0021305,-0.282828
0.002131,-0.323232
0.0021315,-0.282828
0.002132,-0.363636
0.0021325,-0.323232
0.002133,-0.282828
0.0021335,-0.282828
0.002134,-0.323232
0.0021345,-0.323232
0.002135,-0.323232
0.0021355,-0.323232
0.002136,-0.323232
0.0021365,-0.323232
0.002137,-0.363636
0.0021375,-0.282828
0.002138,-0.323232
0.0021385,-0.282828
0.002139,-0.363636
0.0021395,-0.282828
0.00214,-0.282828
0.0021405,-0.282828
0.002141,-0.282828
0.0021415,-0.242424
0.002142,-0.40404
0.0021425,-0.363636
0.002143,-0.323232
0.0021435,-0.282828
0.002144,-0.323232
0.0021445,-0.282828
0.002145,-0.363636
0.0021455,-0.323232
0.002146,-0.20202
0.0021465,-0.282828
0.002147,-0.282828
0.0021475,-0.323232
0.002148,-0.242424
0.0021485,-0.242424
0.002149,-0.323232
0.0021495,-0.323232
0.00215,-0.323232
0.0021505,-0.323232
0.002151,-0.282828
0.0021515,-0.242424
0.002152,-0.323232
0.0021525,-0.282828
0.002153,-0.282828
0.0021535,-0.282828
0.002154,-0.40404
0.0021545,-0.282828
0.002155,-0.323232
0.0021555,-0.323232
0.002156,-0.20202
0.0021565,-0.363636
0.002157,-0.363636
0.0021575,-0.282828
0.002158,-0.242424
0.0021585,-0.323232
0.002159,-0.242424
0.0021595,-0.363636
0.00216,-0.363636
0.0021605,-0.282828
0.002161,-0.282828
0.0021615,-0.282828
0.002162,-0.323232
0.0021625,-0.282828
0.002163,-0.282828
0.0021635,-0.242424
0.002164,-0.282828
0.0021645,-0.242424
0.002165,-0.282828
0.0021655,-0.323232
0.002166,-0.282828
0.0021665,-0.282828
0.002167,-0.282828
0.0021675,-0.282828
0.002168,-0.363636
0.0021685,-0.282828
0.002169,-0.282828
0.0021695,-0.242424
0.00217,-0.323232
0.0021705,-0.323232
0.002171,-0.20202
0.0021715,-0.323232
0.002172,-0.363636
0.0021725,-0.242424
0.002173,-0.282828
0.0021735,-0.242424
0.002174,-0.363636
0.0021745,-0.282828
0.002175,-0.363636
0.0021755,-0.282828
0.002176,-0.323232
0.0021765,-0.323232
0.002177,-0.242424
0.0021775,-0.242424
0.002178,-0.363636
0.0021785,-0.323232
0.002179,-0.282828
0.0021795,-0.363636
0.00218,-0.323232
0.0021805,-0.282828
0.002181,-0.323232
0.0021815,-0.282828
0.002182,-0.363636
0.0021825,-0.323232
0.002183,-0.282828
0.0021835,-0.323232
0.002184,-0.282828
0.0021845,-0.282828
0.002185,-0.282828
0.0021855,-0.282828
0.002186,-0.323232
0.0021865,-0.323232
0.002187,-0.282828
0.0021875,-0.282828
0.002188,-0.363636
0.0021885,-0.282828
0.002189,-0.323232
0.0021895,-0.363636
0.00219,-0.282828
0.0021905,-0.282828
0.002191,-0.323232
0.0021915,-0.323232
0.002192,-0.363636
0.0021925,-0.40404
0.002193,-0.323232
0.0021935,-0.282828
0.002194,-0.363636
0.0021945,-0.282828
0.002195,-0.323232
0.0021955,-0.323232
0.002196,-0.323232
0.0021965,-0.323232
0.002197,-0.363636
0.0021975,-0.282828
0.002198,-0.323232
0.0021985,-0.363636
0.002199,-0.40404
0.0021995,-0.323232
0.0022,-0.363636
0.0022005,-0.323232
0.002201,-0.323232
0.0022015,-0.363636
0.002202,-0.40404
0.0022025,-0.323232
0.002203,-0.363636
0.0022035,-0.323232
0.002204,-0.363636
0.0022045,-0.363636
0.002205,-0.323232
0.0022055,-0.282828
0.002206,-0.363636
0.0022065,-0.323232
